[00:01:01] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:146.96, Pre:N/A, Post:N/A) | Calculated: 6.8264 | Diff: N/A
[09:08:55] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:10:03] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:11:11] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:12:19] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:13:27] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:14:35] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:15:42] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:16:52] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:18:00] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:19:08] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:20:16] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:21:24] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:22:31] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:23:39] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:24:48] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:25:56] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:27:03] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:28:12] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:29:20] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:30:28] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:31:36] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:32:44] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:33:52] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:35:00] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:36:09] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:37:17] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:38:25] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:39:32] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:40:41] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:41:49] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:42:59] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:44:08] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:45:15] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:46:23] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:47:31] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:48:40] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:49:48] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:50:55] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:52:03] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:53:11] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:54:19] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:55:27] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:56:35] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:57:43] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[09:58:51] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[10:00:00] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[10:01:09] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[10:02:19] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[10:03:27] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[10:04:36] OCR Snapshot: 6.7980 | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: 0.14%
[10:05:43] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:06:51] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:07:58] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:09:06] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:10:14] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:11:24] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:12:32] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:13:40] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:14:48] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:15:57] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:17:05] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:18:13] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:19:20] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:20:28] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:21:35] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:22:43] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:23:51] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:24:59] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:26:07] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:27:16] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:28:24] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:29:31] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:30:39] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:31:47] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:32:55] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:34:03] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:35:11] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:36:19] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:37:27] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:38:35] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:39:43] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:40:51] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:41:58] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:43:06] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:44:14] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:45:22] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:46:30] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:47:38] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:48:46] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:49:53] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:51:01] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:52:10] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:53:17] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:54:25] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:55:33] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:56:40] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:57:48] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[10:58:55] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:00:03] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:01:20] OCR Snapshot: N/A | USD/KZT: 464.16 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8027 | Diff: N/A
[11:02:28] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:03:37] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:04:44] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:05:52] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:07:00] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:08:08] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:09:16] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:10:23] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:11:35] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:12:42] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:13:52] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:15:01] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:16:09] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:17:17] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:18:25] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:19:32] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:20:40] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:21:48] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:22:55] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:24:03] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:25:11] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:26:19] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:27:26] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:28:36] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:29:44] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:30:52] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:32:00] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:33:08] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:34:16] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:35:23] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:36:31] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:37:39] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:38:47] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:39:54] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:41:03] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:42:11] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:43:19] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:44:28] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:45:36] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:46:44] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:47:52] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:49:00] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:50:08] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:51:19] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:52:28] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:53:36] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:54:43] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:55:51] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:56:59] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:58:07] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[11:59:16] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[12:00:25] OCR Snapshot: N/A | USD/KZT: 464.16 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8027 | Diff: N/A
[12:01:33] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[12:02:39] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[12:03:48] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[12:04:56] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[12:06:05] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[12:07:13] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[12:08:21] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[12:09:29] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[12:10:37] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[12:11:45] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[12:12:53] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[12:14:02] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[12:15:10] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[12:16:20] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
