[07:42:55] OCR Snapshot: N/A | USD/KZT: 464.50 | FRHC: (Live:148.11, Pre:N/A, Post:146.56) | Calculated: 6.8078 | Diff: N/A
[18:51:12] OCR Snapshot: 6.8109 | USD/KZT: 459.99 | FRHC: (Live:149.77, Pre:N/A, Post:N/A) | Calculated: 6.8892 | Diff: 1.14%
[18:52:20] OCR Snapshot: 6.8109 | USD/KZT: 459.99 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8851 | Diff: 1.08%
[18:53:29] OCR Snapshot: 6.8109 | USD/KZT: 459.99 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8851 | Diff: 1.08%
[18:54:37] OCR Snapshot: 6.8109 | USD/KZT: 459.99 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8851 | Diff: 1.08%
[18:55:47] OCR Snapshot: 6.8109 | USD/KZT: 459.99 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8851 | Diff: 1.08%
[18:56:55] OCR Snapshot: 6.8109 | USD/KZT: 459.99 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8851 | Diff: 1.08%
[18:58:04] OCR Snapshot: 6.8109 | USD/KZT: 459.99 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8851 | Diff: 1.08%
[18:59:12] OCR Snapshot: 6.8557 | USD/KZT: 459.99 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8851 | Diff: 0.43%
[19:00:20] OCR Snapshot: 6.8557 | USD/KZT: 459.06 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8711 | Diff: 0.22%
[19:01:28] OCR Snapshot: 6.8442 | USD/KZT: 459.06 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8711 | Diff: 0.39%
[19:02:37] OCR Snapshot: 6.8442 | USD/KZT: 459.06 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8711 | Diff: 0.39%
[19:03:46] OCR Snapshot: 6.8442 | USD/KZT: 459.06 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8711 | Diff: 0.39%
[19:04:58] OCR Snapshot: 6.8442 | USD/KZT: 459.06 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8711 | Diff: 0.39%
[19:06:06] OCR Snapshot: 6.8442 | USD/KZT: 459.06 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8711 | Diff: 0.39%
[19:07:14] OCR Snapshot: 6.8442 | USD/KZT: 459.06 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8711 | Diff: 0.39%
[19:08:22] OCR Snapshot: 6.8442 | USD/KZT: 459.06 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8711 | Diff: 0.39%
[19:09:31] OCR Snapshot: 6.8442 | USD/KZT: 459.06 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8711 | Diff: 0.39%
[19:10:38] OCR Snapshot: 6.8442 | USD/KZT: 459.14 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8725 | Diff: 0.41%
[19:11:47] OCR Snapshot: 6.8442 | USD/KZT: 459.14 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8725 | Diff: 0.41%
[19:12:55] OCR Snapshot: 6.8442 | USD/KZT: 459.14 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8725 | Diff: 0.41%
[19:14:03] OCR Snapshot: 6.8442 | USD/KZT: 459.14 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8725 | Diff: 0.41%
[19:15:13] OCR Snapshot: 6.8442 | USD/KZT: 459.14 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8725 | Diff: 0.41%
[19:16:21] OCR Snapshot: 6.8442 | USD/KZT: 459.14 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8725 | Diff: 0.41%
[19:17:30] OCR Snapshot: 6.8442 | USD/KZT: 459.14 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8725 | Diff: 0.41%
[19:18:38] OCR Snapshot: 6.8557 | USD/KZT: 459.14 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8725 | Diff: 0.24%
[19:19:46] OCR Snapshot: 6.8557 | USD/KZT: 459.14 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8725 | Diff: 0.24%
[19:20:54] OCR Snapshot: 6.8557 | USD/KZT: 459.07 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8714 | Diff: 0.23%
[19:22:02] OCR Snapshot: 6.8557 | USD/KZT: 459.07 | FRHC: (Live:149.68, Pre:N/A, Post:N/A) | Calculated: 6.8714 | Diff: 0.23%
[19:23:10] OCR Snapshot: 6.8557 | USD/KZT: 459.07 | FRHC: (Live:149.90, Pre:N/A, Post:N/A) | Calculated: 6.8815 | Diff: 0.38%
[19:24:18] OCR Snapshot: 6.8557 | USD/KZT: 459.07 | FRHC: (Live:149.90, Pre:N/A, Post:N/A) | Calculated: 6.8815 | Diff: 0.38%
[19:25:27] OCR Snapshot: 6.8557 | USD/KZT: 459.07 | FRHC: (Live:149.90, Pre:N/A, Post:N/A) | Calculated: 6.8815 | Diff: 0.38%
[19:26:35] OCR Snapshot: 6.8557 | USD/KZT: 459.07 | FRHC: (Live:149.90, Pre:N/A, Post:N/A) | Calculated: 6.8815 | Diff: 0.38%
[19:27:43] OCR Snapshot: 6.8557 | USD/KZT: 459.07 | FRHC: (Live:149.90, Pre:N/A, Post:N/A) | Calculated: 6.8815 | Diff: 0.38%
[19:28:51] OCR Snapshot: 6.8557 | USD/KZT: 459.07 | FRHC: (Live:149.90, Pre:N/A, Post:N/A) | Calculated: 6.8815 | Diff: 0.38%
[19:29:59] OCR Snapshot: 6.8557 | USD/KZT: 459.07 | FRHC: (Live:149.90, Pre:N/A, Post:N/A) | Calculated: 6.8815 | Diff: 0.38%
[19:31:17] OCR Snapshot: 6.8557 | USD/KZT: 459.98 | FRHC: (Live:149.90, Pre:N/A, Post:N/A) | Calculated: 6.8950 | Diff: 0.57%
[19:32:28] OCR Snapshot: 6.8557 | USD/KZT: 459.98 | FRHC: (Live:149.90, Pre:N/A, Post:N/A) | Calculated: 6.8950 | Diff: 0.57%
[19:33:38] OCR Snapshot: 6.8557 | USD/KZT: 459.98 | FRHC: (Live:149.90, Pre:N/A, Post:N/A) | Calculated: 6.8950 | Diff: 0.57%
[19:34:46] OCR Snapshot: 6.8516 | USD/KZT: 459.98 | FRHC: (Live:149.90, Pre:N/A, Post:N/A) | Calculated: 6.8950 | Diff: 0.63%
[19:35:55] OCR Snapshot: 6.8557 | USD/KZT: 459.98 | FRHC: (Live:149.90, Pre:N/A, Post:N/A) | Calculated: 6.8950 | Diff: 0.57%
[19:37:03] OCR Snapshot: 6.8557 | USD/KZT: 459.98 | FRHC: (Live:150.51, Pre:N/A, Post:N/A) | Calculated: 6.9231 | Diff: 0.97%
[19:38:11] OCR Snapshot: 6.9060 | USD/KZT: 459.98 | FRHC: (Live:150.51, Pre:N/A, Post:N/A) | Calculated: 6.9231 | Diff: 0.25%
[19:39:19] OCR Snapshot: 6.9060 | USD/KZT: 459.98 | FRHC: (Live:150.51, Pre:N/A, Post:N/A) | Calculated: 6.9231 | Diff: 0.25%
[19:40:29] OCR Snapshot: 6.8891 | USD/KZT: 459.19 | FRHC: (Live:150.51, Pre:N/A, Post:N/A) | Calculated: 6.9113 | Diff: 0.32%
[19:41:38] OCR Snapshot: 6.8680 | USD/KZT: 459.19 | FRHC: (Live:150.51, Pre:N/A, Post:N/A) | Calculated: 6.9113 | Diff: 0.63%
[19:42:46] OCR Snapshot: 6.8680 | USD/KZT: 459.19 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8843 | Diff: 0.24%
[19:43:55] OCR Snapshot: 6.8598 | USD/KZT: 459.19 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8843 | Diff: 0.36%
[19:45:03] OCR Snapshot: 6.8598 | USD/KZT: 459.19 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8843 | Diff: 0.36%
[19:46:11] OCR Snapshot: 6.8598 | USD/KZT: 459.19 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8843 | Diff: 0.36%
[19:47:20] OCR Snapshot: 6.8598 | USD/KZT: 459.19 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8843 | Diff: 0.36%
[19:48:28] OCR Snapshot: 6.8598 | USD/KZT: 459.19 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8843 | Diff: 0.36%
[19:49:37] OCR Snapshot: 6.8598 | USD/KZT: 459.19 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8843 | Diff: 0.36%
[19:50:46] OCR Snapshot: 6.8621 | USD/KZT: 459.20 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8844 | Diff: 0.32%
[19:51:54] OCR Snapshot: 6.8621 | USD/KZT: 459.20 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8844 | Diff: 0.32%
[19:53:03] OCR Snapshot: 6.8625 | USD/KZT: 459.20 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8844 | Diff: 0.32%
[19:54:13] OCR Snapshot: 6.8630 | USD/KZT: 459.20 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8844 | Diff: 0.31%
[19:55:21] OCR Snapshot: 6.8630 | USD/KZT: 459.20 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8844 | Diff: 0.31%
[19:56:29] OCR Snapshot: 6.8644 | USD/KZT: 459.20 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8844 | Diff: 0.29%
[19:57:37] OCR Snapshot: 6.8726 | USD/KZT: 459.20 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8844 | Diff: 0.17%
[19:58:45] OCR Snapshot: 6.8744 | USD/KZT: 459.20 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8844 | Diff: 0.15%
[19:59:54] OCR Snapshot: 6.8744 | USD/KZT: 459.20 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8844 | Diff: 0.15%
[20:01:04] OCR Snapshot: 6.8744 | USD/KZT: 459.32 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8862 | Diff: 0.17%
[20:02:14] OCR Snapshot: 6.8744 | USD/KZT: 459.32 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8862 | Diff: 0.17%
[20:03:23] OCR Snapshot: 6.8744 | USD/KZT: 459.32 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8862 | Diff: 0.17%
[20:04:33] OCR Snapshot: 6.8744 | USD/KZT: 459.32 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8862 | Diff: 0.17%
[20:05:41] OCR Snapshot: 6.8813 | USD/KZT: 459.32 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8862 | Diff: 0.07%
[20:06:50] OCR Snapshot: 6.8813 | USD/KZT: 459.32 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8862 | Diff: 0.07%
[20:07:58] OCR Snapshot: 6.8813 | USD/KZT: 459.32 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8862 | Diff: 0.07%
[20:09:06] OCR Snapshot: 6.8813 | USD/KZT: 459.32 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8862 | Diff: 0.07%
[20:10:14] OCR Snapshot: 6.8813 | USD/KZT: 459.27 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8855 | Diff: 0.06%
[20:11:23] OCR Snapshot: 6.8813 | USD/KZT: 459.27 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8855 | Diff: 0.06%
[20:12:32] OCR Snapshot: 6.8813 | USD/KZT: 459.27 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8855 | Diff: 0.06%
[20:13:40] OCR Snapshot: 6.8813 | USD/KZT: 459.27 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8855 | Diff: 0.06%
[20:14:48] OCR Snapshot: 6.8813 | USD/KZT: 459.27 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8855 | Diff: 0.06%
[20:15:56] OCR Snapshot: 6.8813 | USD/KZT: 459.27 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8855 | Diff: 0.06%
[20:17:04] OCR Snapshot: 6.8813 | USD/KZT: 459.27 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8855 | Diff: 0.06%
[20:18:13] OCR Snapshot: 6.8813 | USD/KZT: 459.27 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8855 | Diff: 0.06%
[20:19:21] OCR Snapshot: 6.8813 | USD/KZT: 459.27 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8855 | Diff: 0.06%
[20:20:30] OCR Snapshot: 6.8836 | USD/KZT: 459.27 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8855 | Diff: 0.03%
[20:21:41] OCR Snapshot: 6.8836 | USD/KZT: 459.27 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8855 | Diff: 0.03%
[20:22:50] OCR Snapshot: 6.8836 | USD/KZT: 459.27 | FRHC: (Live:149.92, Pre:N/A, Post:N/A) | Calculated: 6.8855 | Diff: 0.03%
[20:23:59] OCR Snapshot: 6.8836 | USD/KZT: 459.27 | FRHC: (Live:150.82, Pre:N/A, Post:N/A) | Calculated: 6.9268 | Diff: 0.62%
[20:25:07] OCR Snapshot: 6.8973 | USD/KZT: 459.27 | FRHC: (Live:150.82, Pre:N/A, Post:N/A) | Calculated: 6.9268 | Diff: 0.43%
[20:26:15] OCR Snapshot: 6.8973 | USD/KZT: 459.27 | FRHC: (Live:150.82, Pre:N/A, Post:N/A) | Calculated: 6.9268 | Diff: 0.43%
[20:27:24] OCR Snapshot: 6.8936 | USD/KZT: 458.83 | FRHC: (Live:150.82, Pre:N/A, Post:N/A) | Calculated: 6.9201 | Diff: 0.38%
[20:28:32] OCR Snapshot: 6.8936 | USD/KZT: 459.27 | FRHC: (Live:150.82, Pre:N/A, Post:N/A) | Calculated: 6.9268 | Diff: 0.48%
[20:29:41] OCR Snapshot: 6.8936 | USD/KZT: 459.27 | FRHC: (Live:150.82, Pre:N/A, Post:N/A) | Calculated: 6.9268 | Diff: 0.48%
[20:30:50] OCR Snapshot: 6.8936 | USD/KZT: 459.48 | FRHC: (Live:150.82, Pre:N/A, Post:N/A) | Calculated: 6.9298 | Diff: 0.52%
[20:31:58] OCR Snapshot: 6.8936 | USD/KZT: 459.48 | FRHC: (Live:150.82, Pre:N/A, Post:N/A) | Calculated: 6.9298 | Diff: 0.52%
[20:33:07] OCR Snapshot: 6.8936 | USD/KZT: 459.48 | FRHC: (Live:150.82, Pre:N/A, Post:N/A) | Calculated: 6.9298 | Diff: 0.52%
[20:34:15] OCR Snapshot: 6.8936 | USD/KZT: 459.48 | FRHC: (Live:150.82, Pre:N/A, Post:N/A) | Calculated: 6.9298 | Diff: 0.52%
[20:35:23] OCR Snapshot: 6.8936 | USD/KZT: 459.48 | FRHC: (Live:150.82, Pre:N/A, Post:N/A) | Calculated: 6.9298 | Diff: 0.52%
[20:36:31] OCR Snapshot: 6.8845 | USD/KZT: 459.48 | FRHC: (Live:150.82, Pre:N/A, Post:N/A) | Calculated: 6.9298 | Diff: 0.65%
[20:37:39] OCR Snapshot: 6.8845 | USD/KZT: 459.48 | FRHC: (Live:150.82, Pre:N/A, Post:N/A) | Calculated: 6.9298 | Diff: 0.65%
[20:38:47] OCR Snapshot: 6.8845 | USD/KZT: 459.48 | FRHC: (Live:150.82, Pre:N/A, Post:N/A) | Calculated: 6.9298 | Diff: 0.65%
[20:39:56] OCR Snapshot: 6.8735 | USD/KZT: 459.48 | FRHC: (Live:150.82, Pre:N/A, Post:N/A) | Calculated: 6.9298 | Diff: 0.81%
[20:41:04] OCR Snapshot: 6.8735 | USD/KZT: 459.45 | FRHC: (Live:150.82, Pre:N/A, Post:N/A) | Calculated: 6.9295 | Diff: 0.81%
[20:42:12] OCR Snapshot: 6.8735 | USD/KZT: 459.45 | FRHC: (Live:150.82, Pre:N/A, Post:N/A) | Calculated: 6.9295 | Diff: 0.81%
[20:43:20] OCR Snapshot: 6.8735 | USD/KZT: 459.45 | FRHC: (Live:150.82, Pre:N/A, Post:N/A) | Calculated: 6.9295 | Diff: 0.81%
[20:44:28] OCR Snapshot: 6.8735 | USD/KZT: 459.45 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9166 | Diff: 0.62%
[20:45:36] OCR Snapshot: 6.8735 | USD/KZT: 459.45 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9166 | Diff: 0.62%
[20:46:44] OCR Snapshot: 6.8735 | USD/KZT: 459.45 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9166 | Diff: 0.62%
[20:47:53] OCR Snapshot: 6.8735 | USD/KZT: 459.45 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9166 | Diff: 0.62%
[20:49:02] OCR Snapshot: 6.8735 | USD/KZT: 459.45 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9166 | Diff: 0.62%
[20:50:10] OCR Snapshot: 6.8735 | USD/KZT: 459.49 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9171 | Diff: 0.63%
[20:51:18] OCR Snapshot: 6.8735 | USD/KZT: 459.49 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9171 | Diff: 0.63%
[20:52:27] OCR Snapshot: 6.8735 | USD/KZT: 459.49 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9171 | Diff: 0.63%
[20:53:35] OCR Snapshot: 6.8735 | USD/KZT: 459.49 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9171 | Diff: 0.63%
[20:54:43] OCR Snapshot: 6.8735 | USD/KZT: 459.49 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9171 | Diff: 0.63%
[20:55:51] OCR Snapshot: 6.8735 | USD/KZT: 459.49 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9171 | Diff: 0.63%
[20:56:59] OCR Snapshot: 6.8735 | USD/KZT: 459.49 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9171 | Diff: 0.63%
[20:58:18] OCR Snapshot: N/A | USD/KZT: 459.49 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9171 | Diff: N/A
[20:59:26] OCR Snapshot: N/A | USD/KZT: 459.49 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9171 | Diff: N/A
[21:00:36] OCR Snapshot: N/A | USD/KZT: 459.48 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9169 | Diff: N/A
[21:01:44] OCR Snapshot: N/A | USD/KZT: 459.48 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9169 | Diff: N/A
[21:02:54] OCR Snapshot: N/A | USD/KZT: 459.48 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9169 | Diff: N/A
[21:04:03] OCR Snapshot: N/A | USD/KZT: 459.48 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9169 | Diff: N/A
[21:05:11] OCR Snapshot: N/A | USD/KZT: 459.48 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9169 | Diff: N/A
[21:06:20] OCR Snapshot: N/A | USD/KZT: 459.48 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9169 | Diff: N/A
[21:07:28] OCR Snapshot: N/A | USD/KZT: 459.48 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9169 | Diff: N/A
[21:08:38] OCR Snapshot: N/A | USD/KZT: 459.48 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9169 | Diff: N/A
[21:09:47] OCR Snapshot: N/A | USD/KZT: 459.48 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9169 | Diff: N/A
[21:10:56] OCR Snapshot: N/A | USD/KZT: 459.45 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9166 | Diff: N/A
[21:12:05] OCR Snapshot: N/A | USD/KZT: 459.11 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9114 | Diff: N/A
[21:13:14] OCR Snapshot: N/A | USD/KZT: 459.45 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9166 | Diff: N/A
[21:14:23] OCR Snapshot: 6.8603 | USD/KZT: 459.45 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9166 | Diff: 0.81%
[21:15:31] OCR Snapshot: 6.8603 | USD/KZT: 459.45 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9166 | Diff: 0.81%
[21:16:40] OCR Snapshot: 6.8831 | USD/KZT: 459.45 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9166 | Diff: 0.48%
[21:17:48] OCR Snapshot: 6.9010 | USD/KZT: 459.45 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9166 | Diff: 0.23%
[21:18:57] OCR Snapshot: 6.9010 | USD/KZT: 459.45 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9166 | Diff: 0.23%
[21:20:06] OCR Snapshot: 6.9010 | USD/KZT: 459.45 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9166 | Diff: 0.23%
[21:21:19] OCR Snapshot: 6.9010 | USD/KZT: 459.45 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9166 | Diff: 0.23%
[21:22:28] OCR Snapshot: 6.9010 | USD/KZT: 459.45 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9166 | Diff: 0.23%
[21:23:37] OCR Snapshot: 6.9010 | USD/KZT: 459.45 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9166 | Diff: 0.23%
[21:24:45] OCR Snapshot: 6.9010 | USD/KZT: 459.45 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9166 | Diff: 0.23%
[21:25:54] OCR Snapshot: N/A | USD/KZT: 459.45 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9166 | Diff: N/A
[21:27:02] OCR Snapshot: 6.9010 | USD/KZT: 459.45 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9166 | Diff: 0.23%
[21:28:11] OCR Snapshot: 6.9023 | USD/KZT: 459.45 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9166 | Diff: 0.21%
[21:29:20] OCR Snapshot: 6.9023 | USD/KZT: 459.45 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9166 | Diff: 0.21%
[21:30:28] OCR Snapshot: 6.9023 | USD/KZT: 459.45 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9166 | Diff: 0.21%
[21:31:36] OCR Snapshot: 6.9023 | USD/KZT: 459.45 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9166 | Diff: 0.21%
[21:32:45] OCR Snapshot: 6.9023 | USD/KZT: 459.45 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9166 | Diff: 0.21%
[21:33:53] OCR Snapshot: 6.9023 | USD/KZT: 459.45 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9166 | Diff: 0.21%
[21:35:02] OCR Snapshot: 6.9023 | USD/KZT: 459.45 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9166 | Diff: 0.21%
[21:36:10] OCR Snapshot: 6.9023 | USD/KZT: 459.45 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9166 | Diff: 0.21%
[21:37:18] OCR Snapshot: 6.8941 | USD/KZT: 459.45 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9166 | Diff: 0.33%
[21:38:27] OCR Snapshot: 6.8941 | USD/KZT: 459.45 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9166 | Diff: 0.33%
[21:39:36] OCR Snapshot: 6.8941 | USD/KZT: 459.45 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9166 | Diff: 0.33%
[21:40:44] OCR Snapshot: 6.8941 | USD/KZT: 459.45 | FRHC: (Live:150.54, Pre:N/A, Post:N/A) | Calculated: 6.9166 | Diff: 0.33%
[21:41:53] OCR Snapshot: 6.8941 | USD/KZT: 459.45 | FRHC: (Live:150.74, Pre:N/A, Post:N/A) | Calculated: 6.9258 | Diff: 0.46%
[21:43:50] OCR Snapshot: 6.8941 | USD/KZT: 459.45 | FRHC: (Live:150.74, Pre:N/A, Post:N/A) | Calculated: 6.9258 | Diff: 0.46%
[21:44:59] OCR Snapshot: 6.9019 | USD/KZT: 459.45 | FRHC: (Live:150.74, Pre:N/A, Post:N/A) | Calculated: 6.9258 | Diff: 0.35%
[21:46:08] OCR Snapshot: 6.9019 | USD/KZT: 459.45 | FRHC: (Live:150.74, Pre:N/A, Post:N/A) | Calculated: 6.9258 | Diff: 0.35%
[21:47:18] OCR Snapshot: 6.9019 | USD/KZT: 459.45 | FRHC: (Live:150.74, Pre:N/A, Post:N/A) | Calculated: 6.9258 | Diff: 0.35%
[21:48:27] OCR Snapshot: 6.9019 | USD/KZT: 459.45 | FRHC: (Live:150.74, Pre:N/A, Post:N/A) | Calculated: 6.9258 | Diff: 0.35%
[21:49:37] OCR Snapshot: 6.8941 | USD/KZT: 459.45 | FRHC: (Live:150.74, Pre:N/A, Post:N/A) | Calculated: 6.9258 | Diff: 0.46%
[21:50:46] OCR Snapshot: 6.8941 | USD/KZT: 459.45 | FRHC: (Live:150.74, Pre:N/A, Post:N/A) | Calculated: 6.9258 | Diff: 0.46%
[21:51:57] OCR Snapshot: 6.9023 | USD/KZT: 459.45 | FRHC: (Live:150.74, Pre:N/A, Post:N/A) | Calculated: 6.9258 | Diff: 0.34%
[21:53:06] OCR Snapshot: 6.8946 | USD/KZT: 459.45 | FRHC: (Live:150.74, Pre:N/A, Post:N/A) | Calculated: 6.9258 | Diff: 0.45%
[21:54:16] OCR Snapshot: 6.8946 | USD/KZT: 459.45 | FRHC: (Live:150.74, Pre:N/A, Post:N/A) | Calculated: 6.9258 | Diff: 0.45%
