[00:01:10] OCR Snapshot: 6.9787 | USD/KZT: 459.80 | FRHC: (Live:153.07, Pre:N/A, Post:N/A) | Calculated: 7.0382 | Diff: 0.84%
[10:17:49] OCR Snapshot: N/A | USD/KZT: 459.36 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9730 | Diff: N/A
[10:19:20] OCR Snapshot: N/A | USD/KZT: 459.36 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9730 | Diff: N/A
[10:20:48] OCR Snapshot: N/A | USD/KZT: 458.88 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9657 | Diff: N/A
[10:22:20] OCR Snapshot: N/A | USD/KZT: 458.88 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9657 | Diff: N/A
[10:23:48] OCR Snapshot: N/A | USD/KZT: 458.88 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9657 | Diff: N/A
[10:25:14] OCR Snapshot: N/A | USD/KZT: 458.88 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9657 | Diff: N/A
[10:26:43] OCR Snapshot: N/A | USD/KZT: 458.88 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9657 | Diff: N/A
[10:28:11] OCR Snapshot: N/A | USD/KZT: 458.88 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9657 | Diff: N/A
[10:29:41] OCR Snapshot: N/A | USD/KZT: 458.88 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9657 | Diff: N/A
[10:31:15] OCR Snapshot: N/A | USD/KZT: 455.86 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9199 | Diff: N/A
[10:32:44] OCR Snapshot: N/A | USD/KZT: 455.86 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9199 | Diff: N/A
[10:34:13] OCR Snapshot: N/A | USD/KZT: 455.86 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9199 | Diff: N/A
[10:35:42] OCR Snapshot: N/A | USD/KZT: 455.86 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9199 | Diff: N/A
[10:37:11] OCR Snapshot: N/A | USD/KZT: 455.86 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9199 | Diff: N/A
[10:38:40] OCR Snapshot: N/A | USD/KZT: 455.86 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9199 | Diff: N/A
[10:40:11] OCR Snapshot: N/A | USD/KZT: 455.86 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9199 | Diff: N/A
[10:41:40] OCR Snapshot: N/A | USD/KZT: 455.39 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9129 | Diff: N/A
[10:43:04] OCR Snapshot: N/A | USD/KZT: 455.39 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9129 | Diff: N/A
[10:44:20] OCR Snapshot: N/A | USD/KZT: 455.39 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9129 | Diff: N/A
[10:45:34] OCR Snapshot: N/A | USD/KZT: 455.39 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9129 | Diff: N/A
[10:46:48] OCR Snapshot: N/A | USD/KZT: 455.39 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9129 | Diff: N/A
[10:48:02] OCR Snapshot: N/A | USD/KZT: 455.39 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9129 | Diff: N/A
[10:49:15] OCR Snapshot: N/A | USD/KZT: 455.39 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9129 | Diff: N/A
[10:50:30] OCR Snapshot: N/A | USD/KZT: 457.64 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9471 | Diff: N/A
[10:51:44] OCR Snapshot: N/A | USD/KZT: 457.64 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9471 | Diff: N/A
[10:52:58] OCR Snapshot: N/A | USD/KZT: 457.64 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9471 | Diff: N/A
[10:54:13] OCR Snapshot: N/A | USD/KZT: 457.64 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9471 | Diff: N/A
[10:55:28] OCR Snapshot: N/A | USD/KZT: 457.64 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9471 | Diff: N/A
[10:56:41] OCR Snapshot: N/A | USD/KZT: 457.64 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9471 | Diff: N/A
[10:57:57] OCR Snapshot: N/A | USD/KZT: 457.64 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9471 | Diff: N/A
[10:59:12] OCR Snapshot: N/A | USD/KZT: 457.64 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9471 | Diff: N/A
[11:00:33] OCR Snapshot: N/A | USD/KZT: 457.82 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9498 | Diff: N/A
[11:01:48] OCR Snapshot: N/A | USD/KZT: 457.82 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9498 | Diff: N/A
[11:03:03] OCR Snapshot: N/A | USD/KZT: 457.82 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9498 | Diff: N/A
[11:04:17] OCR Snapshot: N/A | USD/KZT: 457.82 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9498 | Diff: N/A
[11:05:33] OCR Snapshot: N/A | USD/KZT: 457.82 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9498 | Diff: N/A
[11:06:48] OCR Snapshot: N/A | USD/KZT: 457.82 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9498 | Diff: N/A
[11:08:04] OCR Snapshot: N/A | USD/KZT: 457.82 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9498 | Diff: N/A
[11:09:19] OCR Snapshot: N/A | USD/KZT: 457.82 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9498 | Diff: N/A
[11:10:33] OCR Snapshot: N/A | USD/KZT: 458.08 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9537 | Diff: N/A
[11:11:40] OCR Snapshot: N/A | USD/KZT: 458.08 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9537 | Diff: N/A
[11:12:49] OCR Snapshot: N/A | USD/KZT: 458.08 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9537 | Diff: N/A
[11:13:56] OCR Snapshot: N/A | USD/KZT: 458.08 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9537 | Diff: N/A
[11:15:04] OCR Snapshot: N/A | USD/KZT: 458.08 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9537 | Diff: N/A
[11:16:39] OCR Snapshot: N/A | USD/KZT: 458.08 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9537 | Diff: N/A
[11:17:48] OCR Snapshot: N/A | USD/KZT: 458.08 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9537 | Diff: N/A
[11:18:57] OCR Snapshot: N/A | USD/KZT: 458.08 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9537 | Diff: N/A
[11:20:07] OCR Snapshot: N/A | USD/KZT: 458.08 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9537 | Diff: N/A
[11:21:19] OCR Snapshot: N/A | USD/KZT: 458.31 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9572 | Diff: N/A
[11:22:35] OCR Snapshot: N/A | USD/KZT: 458.31 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9572 | Diff: N/A
[11:23:49] OCR Snapshot: N/A | USD/KZT: 458.31 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9572 | Diff: N/A
[11:25:02] OCR Snapshot: N/A | USD/KZT: 458.31 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9572 | Diff: N/A
[11:26:17] OCR Snapshot: N/A | USD/KZT: 458.31 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9572 | Diff: N/A
[11:27:35] OCR Snapshot: N/A | USD/KZT: 458.31 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9572 | Diff: N/A
[11:28:54] OCR Snapshot: N/A | USD/KZT: 458.31 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9572 | Diff: N/A
[11:30:13] OCR Snapshot: N/A | USD/KZT: 458.24 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9560 | Diff: N/A
[11:31:30] OCR Snapshot: N/A | USD/KZT: 458.24 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9560 | Diff: N/A
[11:32:51] OCR Snapshot: N/A | USD/KZT: 458.24 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9560 | Diff: N/A
[11:34:04] OCR Snapshot: N/A | USD/KZT: 458.24 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9560 | Diff: N/A
[11:35:17] OCR Snapshot: N/A | USD/KZT: 458.24 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9560 | Diff: N/A
[11:36:31] OCR Snapshot: N/A | USD/KZT: 458.24 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9560 | Diff: N/A
[11:37:46] OCR Snapshot: N/A | USD/KZT: 458.24 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9560 | Diff: N/A
[11:38:58] OCR Snapshot: N/A | USD/KZT: 458.24 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9560 | Diff: N/A
[11:40:11] OCR Snapshot: N/A | USD/KZT: 458.81 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9648 | Diff: N/A
[11:41:27] OCR Snapshot: N/A | USD/KZT: 458.81 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9648 | Diff: N/A
[11:42:39] OCR Snapshot: N/A | USD/KZT: 458.81 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9648 | Diff: N/A
[11:43:54] OCR Snapshot: N/A | USD/KZT: 458.81 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9648 | Diff: N/A
[11:45:06] OCR Snapshot: N/A | USD/KZT: 458.81 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9648 | Diff: N/A
[11:46:21] OCR Snapshot: N/A | USD/KZT: 458.81 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9648 | Diff: N/A
[11:47:33] OCR Snapshot: N/A | USD/KZT: 458.81 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9648 | Diff: N/A
[11:48:47] OCR Snapshot: N/A | USD/KZT: 458.81 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9648 | Diff: N/A
[11:50:04] OCR Snapshot: N/A | USD/KZT: 458.81 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9648 | Diff: N/A
[11:51:21] OCR Snapshot: N/A | USD/KZT: 459.00 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9675 | Diff: N/A
[11:52:43] OCR Snapshot: N/A | USD/KZT: 459.00 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9675 | Diff: N/A
[11:54:10] OCR Snapshot: N/A | USD/KZT: 459.00 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9675 | Diff: N/A
[11:55:23] OCR Snapshot: N/A | USD/KZT: 459.00 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9675 | Diff: N/A
[11:56:38] OCR Snapshot: N/A | USD/KZT: 459.00 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9675 | Diff: N/A
[11:57:53] OCR Snapshot: N/A | USD/KZT: 459.00 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9675 | Diff: N/A
[11:59:10] OCR Snapshot: N/A | USD/KZT: 459.00 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9675 | Diff: N/A
[12:00:29] OCR Snapshot: N/A | USD/KZT: 459.00 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9675 | Diff: N/A
[12:01:47] OCR Snapshot: N/A | USD/KZT: 458.82 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9650 | Diff: N/A
[12:03:01] OCR Snapshot: N/A | USD/KZT: 458.82 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9650 | Diff: N/A
[12:04:15] OCR Snapshot: N/A | USD/KZT: 458.82 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9650 | Diff: N/A
[12:05:28] OCR Snapshot: N/A | USD/KZT: 458.82 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9650 | Diff: N/A
[12:06:42] OCR Snapshot: N/A | USD/KZT: 458.82 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9650 | Diff: N/A
[12:07:54] OCR Snapshot: N/A | USD/KZT: 458.82 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9650 | Diff: N/A
[12:09:07] OCR Snapshot: N/A | USD/KZT: 458.82 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9650 | Diff: N/A
[12:10:21] OCR Snapshot: N/A | USD/KZT: 458.13 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9545 | Diff: N/A
[12:11:38] OCR Snapshot: N/A | USD/KZT: 458.13 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9545 | Diff: N/A
[12:12:53] OCR Snapshot: N/A | USD/KZT: 458.13 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9545 | Diff: N/A
[12:14:05] OCR Snapshot: N/A | USD/KZT: 458.13 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9545 | Diff: N/A
[12:15:17] OCR Snapshot: N/A | USD/KZT: 458.13 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9545 | Diff: N/A
[12:16:29] OCR Snapshot: N/A | USD/KZT: 458.13 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9545 | Diff: N/A
[12:17:43] OCR Snapshot: N/A | USD/KZT: 458.13 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9545 | Diff: N/A
[12:18:57] OCR Snapshot: N/A | USD/KZT: 458.13 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9545 | Diff: N/A
[12:20:09] OCR Snapshot: N/A | USD/KZT: 458.57 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9612 | Diff: N/A
[12:21:22] OCR Snapshot: N/A | USD/KZT: 458.57 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9612 | Diff: N/A
[12:22:35] OCR Snapshot: N/A | USD/KZT: 458.57 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9612 | Diff: N/A
[12:23:49] OCR Snapshot: N/A | USD/KZT: 458.57 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9612 | Diff: N/A
[12:25:00] OCR Snapshot: N/A | USD/KZT: 458.57 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9612 | Diff: N/A
[12:26:17] OCR Snapshot: N/A | USD/KZT: 458.57 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9612 | Diff: N/A
[12:27:31] OCR Snapshot: N/A | USD/KZT: 458.57 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9612 | Diff: N/A
[12:28:44] OCR Snapshot: N/A | USD/KZT: 458.57 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9612 | Diff: N/A
[12:30:02] OCR Snapshot: N/A | USD/KZT: 458.57 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9612 | Diff: N/A
[12:31:23] OCR Snapshot: N/A | USD/KZT: 457.62 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9466 | Diff: N/A
[12:32:43] OCR Snapshot: N/A | USD/KZT: 457.62 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9466 | Diff: N/A
[12:34:04] OCR Snapshot: N/A | USD/KZT: 457.62 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9466 | Diff: N/A
[12:35:21] OCR Snapshot: N/A | USD/KZT: 457.62 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9466 | Diff: N/A
[12:36:37] OCR Snapshot: N/A | USD/KZT: 457.62 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9466 | Diff: N/A
[12:37:50] OCR Snapshot: N/A | USD/KZT: 457.62 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9466 | Diff: N/A
[12:39:04] OCR Snapshot: N/A | USD/KZT: 457.62 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9466 | Diff: N/A
[12:40:17] OCR Snapshot: N/A | USD/KZT: 457.67 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9474 | Diff: N/A
[12:41:29] OCR Snapshot: N/A | USD/KZT: 457.67 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9474 | Diff: N/A
[12:42:41] OCR Snapshot: N/A | USD/KZT: 457.67 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9474 | Diff: N/A
[12:43:53] OCR Snapshot: N/A | USD/KZT: 457.67 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9474 | Diff: N/A
[12:45:10] OCR Snapshot: N/A | USD/KZT: 457.67 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9474 | Diff: N/A
[12:46:29] OCR Snapshot: N/A | USD/KZT: 457.67 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9474 | Diff: N/A
[12:47:41] OCR Snapshot: N/A | USD/KZT: 457.67 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9474 | Diff: N/A
[12:48:56] OCR Snapshot: N/A | USD/KZT: 457.67 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9474 | Diff: N/A
[12:50:19] OCR Snapshot: N/A | USD/KZT: 458.08 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9537 | Diff: N/A
[12:51:40] OCR Snapshot: N/A | USD/KZT: 458.08 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9537 | Diff: N/A
[12:53:07] OCR Snapshot: N/A | USD/KZT: 458.08 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9537 | Diff: N/A
[12:54:32] OCR Snapshot: N/A | USD/KZT: 458.08 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9537 | Diff: N/A
[12:56:00] OCR Snapshot: N/A | USD/KZT: 458.08 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9537 | Diff: N/A
[12:57:15] OCR Snapshot: N/A | USD/KZT: 458.08 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9537 | Diff: N/A
[12:58:29] OCR Snapshot: N/A | USD/KZT: 458.08 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9537 | Diff: N/A
[12:59:45] OCR Snapshot: N/A | USD/KZT: 458.08 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9537 | Diff: N/A
[13:01:01] OCR Snapshot: N/A | USD/KZT: 458.08 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9537 | Diff: N/A
[13:02:17] OCR Snapshot: N/A | USD/KZT: 458.11 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9540 | Diff: N/A
[13:03:31] OCR Snapshot: N/A | USD/KZT: 458.11 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9540 | Diff: N/A
[13:04:45] OCR Snapshot: N/A | USD/KZT: 458.11 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9540 | Diff: N/A
[13:05:59] OCR Snapshot: N/A | USD/KZT: 458.11 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9540 | Diff: N/A
[13:07:12] OCR Snapshot: N/A | USD/KZT: 458.11 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9540 | Diff: N/A
[13:08:27] OCR Snapshot: N/A | USD/KZT: 458.11 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9540 | Diff: N/A
[13:09:42] OCR Snapshot: N/A | USD/KZT: 458.11 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9540 | Diff: N/A
[13:10:55] OCR Snapshot: N/A | USD/KZT: 458.49 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9598 | Diff: N/A
[13:12:10] OCR Snapshot: N/A | USD/KZT: 458.49 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9598 | Diff: N/A
[13:13:21] OCR Snapshot: N/A | USD/KZT: 458.49 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9598 | Diff: N/A
[13:14:33] OCR Snapshot: N/A | USD/KZT: 458.49 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9598 | Diff: N/A
[13:15:45] OCR Snapshot: N/A | USD/KZT: 458.49 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9598 | Diff: N/A
[13:16:58] OCR Snapshot: N/A | USD/KZT: 458.49 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9598 | Diff: N/A
[13:18:16] OCR Snapshot: N/A | USD/KZT: 458.49 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9598 | Diff: N/A
[13:19:43] OCR Snapshot: 6.9350 | USD/KZT: 458.49 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9598 | Diff: 0.36%
[13:20:57] OCR Snapshot: 6.9426 | USD/KZT: 458.55 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9607 | Diff: 0.26%
[13:22:09] OCR Snapshot: 6.9426 | USD/KZT: 458.55 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9607 | Diff: 0.26%
[13:23:19] OCR Snapshot: 6.9426 | USD/KZT: 458.55 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9607 | Diff: 0.26%
[13:24:27] OCR Snapshot: 6.9426 | USD/KZT: 458.55 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9607 | Diff: 0.26%
[13:25:36] OCR Snapshot: 6.9426 | USD/KZT: 458.55 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9607 | Diff: 0.26%
[13:26:44] OCR Snapshot: 6.9426 | USD/KZT: 458.55 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9607 | Diff: 0.26%
[13:27:54] OCR Snapshot: 6.9426 | USD/KZT: 458.55 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9607 | Diff: 0.26%
[13:29:02] OCR Snapshot: 6.9426 | USD/KZT: 458.55 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9607 | Diff: 0.26%
[13:30:11] OCR Snapshot: 6.9426 | USD/KZT: 458.57 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9612 | Diff: 0.27%
[13:31:19] OCR Snapshot: 6.9426 | USD/KZT: 458.57 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9612 | Diff: 0.27%
[13:32:27] OCR Snapshot: 6.9426 | USD/KZT: 458.57 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9612 | Diff: 0.27%
[13:33:36] OCR Snapshot: 6.9426 | USD/KZT: 458.57 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9612 | Diff: 0.27%
[13:34:45] OCR Snapshot: 6.9426 | USD/KZT: 458.57 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9612 | Diff: 0.27%
[13:35:53] OCR Snapshot: 6.9426 | USD/KZT: 458.57 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9612 | Diff: 0.27%
[13:37:01] OCR Snapshot: 6.9426 | USD/KZT: 458.57 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9612 | Diff: 0.27%
[13:38:09] OCR Snapshot: 6.9426 | USD/KZT: 458.57 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9612 | Diff: 0.27%
[13:39:17] OCR Snapshot: 6.9426 | USD/KZT: 458.57 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9612 | Diff: 0.27%
[13:40:26] OCR Snapshot: 6.9426 | USD/KZT: 458.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9546 | Diff: 0.17%
[13:41:35] OCR Snapshot: 6.9426 | USD/KZT: 458.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9546 | Diff: 0.17%
[13:42:43] OCR Snapshot: 6.9426 | USD/KZT: 458.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9546 | Diff: 0.17%
[13:43:52] OCR Snapshot: 6.9426 | USD/KZT: 458.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9546 | Diff: 0.17%
[13:45:01] OCR Snapshot: 6.9426 | USD/KZT: 458.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9546 | Diff: 0.17%
[13:46:09] OCR Snapshot: 6.9426 | USD/KZT: 458.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9546 | Diff: 0.17%
[13:47:17] OCR Snapshot: 6.9426 | USD/KZT: 458.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9546 | Diff: 0.17%
[13:48:25] OCR Snapshot: 6.9426 | USD/KZT: 458.14 | FRHC: (Live:152.00, Pre:N/A, Post:151.80) | Calculated: 6.9546 | Diff: 0.17%
